state,date,cases,deaths
Connecticut,2020-09-27,56455,4501
Washington,2020-10-03,93158,2236
Vermont,2020-10-08,1830,58
Connecticut,2020-10-10,59915,4530
West Virginia,2020-10-14,18818,391
Tennessee,2020-10-16,220099,2847
Washington,2020-10-16,101531,2336
Nebraska,2020-10-18,57812,557
Virginia,2020-10-19,166828,3457
New Hampshire,2020-10-22,9979,470
Iowa,2020-10-23,113587,1629
Delaware,2020-10-24,23756,680
Maryland,2020-10-25,140770,4086
Louisiana,2020-10-27,180684,5666
Hawaii,2020-11-02,15359,218
Ohio,2020-11-12,274457,5658
Wisconsin,2020-11-13,318023,2694
Iowa,2020-11-16,189052,2023
Rhode Island,2020-11-20,39645,1256
Texas,2020-11-30,1262145,21968
Rhode Island,2020-12-07,51705,1346
Maryland,2020-12-11,228792,5009
Washington,2020-12-15,214083,3121
Montana,2020-12-17,75545,849
Utah,2020-12-19,248406,1146
Montana,2020-12-26,79521,919
Arkansas,2020-12-29,216534,3603
District of Columbia,2021-01-05,30166,801
Missouri,2021-01-07,404710,5792
Virginia,2021-01-07,382679,5275
New York,2021-01-10,648298,13646
Nebraska,2021-01-11,177655,1835
Missouri,2021-01-15,432555,6151
North Carolina,2021-01-16,669284,8060
Kentucky,2021-01-20,337788,3540
California,2021-01-25,3212839,37499
Missouri,2021-01-29,457849,6629
Kentucky,2021-02-10,387043,4339
South Dakota,2021-02-15,110376,1844
Northern Mariana Islands,2021-02-16,134,2
Texas,2021-02-25,2633310,43350
Illinois,2021-02-27,1188732,22505
Arkansas,2021-03-03,320043,5261
West Virginia,2021-03-03,132416,2309
Virgin Islands,2021-03-05,2714,25
Oklahoma,2021-03-08,429155,4534
South Dakota,2021-03-13,114493,1909
Idaho,2021-03-14,175305,1913
Delaware,2021-03-19,91435,1522
Arizona,2021-03-26,838558,16898
Montana,2021-04-07,105660,1490
Utah,2021-04-07,387293,2137
South Carolina,2021-04-08,559597,9237
Rhode Island,2021-04-10,127671,2615
Delaware,2021-04-17,100568,1602
Massachusetts,2021-04-21,633871,17487
California,2020-02-09,6,0
Wisconsin,2020-02-25,1,0
North Carolina,2020-03-15,32,0
New Mexico,2020-03-16,21,0
Arizona,2020-03-26,508,6
Oklahoma,2020-03-28,377,15
Virginia,2020-04-01,1484,18
Delaware,2020-04-15,1997,46
Maine,2020-04-15,768,24
New York,2020-04-18,105490,3560
Wisconsin,2020-04-21,4691,243
Illinois,2020-04-23,36743,1696
Pennsylvania,2020-04-23,38334,1723
Georgia,2020-04-24,21128,889
Pennsylvania,2020-04-29,46191,2392
South Dakota,2020-05-01,2525,21
Indiana,2020-05-05,21423,1326
Arizona,2020-05-09,10960,532
Virginia,2020-05-13,26746,927
Colorado,2020-05-17,21855,1215
Texas,2020-05-23,55451,1522
Kansas,2020-05-24,9135,200
Nebraska,2020-05-24,12003,153
New York,2020-05-24,163415,8349
New Hampshire,2020-05-06,2721,111
District of Columbia,2020-05-29,8538,460
New York,2020-05-29,166308,8575
Montana,2020-06-06,540,18
California,2020-06-11,143709,4941
Mississippi,2020-06-14,19516,891
Massachusetts,2020-06-15,105379,7636
Mississippi,2020-06-17,20641,938
West Virginia,2020-06-24,2629,92
Massachusetts,2020-06-28,108380,8053
Texas,2020-07-06,209350,2726
Wisconsin,2020-07-11,36147,822
District of Columbia,2020-07-15,11026,571
Virginia,2020-07-15,73527,1992
Texas,2020-07-18,330059,3972
Texas,2020-07-23,376104,4714
Hawaii,2020-07-29,1842,25
Arkansas,2020-07-30,40175,442
North Carolina,2020-07-30,120391,1929
Louisiana,2020-08-01,116270,3835
Delaware,2020-08-04,14905,587
Virgin Islands,2020-08-08,528,9
Kansas,2020-08-12,32977,397
Indiana,2020-08-16,82304,3133
Nebraska,2020-08-21,31557,381
Illinois,2020-08-22,219042,7898
West Virginia,2020-08-29,9967,212
New Jersey,2020-09-06,195533,15989
Montana,2020-09-10,8694,123
Utah,2020-09-10,56164,430
Vermont,2020-09-14,1688,58
Rhode Island,2020-09-17,21374,1066
Minnesota,2020-09-21,90730,1969
Iowa,2020-09-22,81664,1293
Nebraska,2020-09-22,41636,473
Texas,2020-09-23,753551,15455
Maryland,2020-09-24,122293,3897
Arizona,2020-09-27,217236,5623
California,2020-10-05,837720,16179
New Jersey,2020-10-10,214303,16171
Missouri,2020-10-11,133164,2289
Michigan,2020-10-13,152574,7253
South Carolina,2020-10-18,163990,3650
West Virginia,2020-10-23,21392,422
New Hampshire,2020-10-28,10623,478
Missouri,2020-11-03,180377,2882
Georgia,2020-11-20,422304,8902
Missouri,2020-11-20,252277,3377
Oregon,2020-12-03,79294,974
Montana,2020-12-04,66494,728
New Jersey,2020-12-04,357692,17255
North Carolina,2020-12-05,388760,5547
Arkansas,2020-12-06,168228,2660
Michigan,2020-12-11,456602,10946
Indiana,2020-12-13,428275,6805
West Virginia,2020-12-21,73337,1129
South Carolina,2020-12-22,278055,4976
Delaware,2020-12-26,54349,895
North Dakota,2020-12-28,91558,1270
Pennsylvania,2020-12-30,636710,15718
Hawaii,2021-01-01,21736,287
California,2021-01-05,2511822,27486
Arizona,2021-01-12,638739,10537
Minnesota,2021-01-17,445944,5927
Oregon,2021-01-19,134468,1816
West Virginia,2021-01-23,114752,1872
Mississippi,2021-01-28,270476,5945
Maryland,2021-02-05,360762,7242
District of Columbia,2021-02-06,37877,947
Louisiana,2021-02-10,414271,9212
Tennessee,2021-02-11,726022,10548
Kentucky,2021-01-29,362123,3910
Oklahoma,2021-02-24,421010,4264
Minnesota,2021-02-26,482522,6462
Louisiana,2021-03-01,430077,9628
New York,2021-03-05,935441,17972
Vermont,2021-03-09,16278,211
Wisconsin,2021-03-20,629167,7241
District of Columbia,2021-03-28,44175,1056
Wisconsin,2021-04-04,639414,7341
New York,2021-04-06,1048975,18708
Hawaii,2021-04-08,30673,467
Wyoming,2021-04-09,56873,701
Illinois,2021-04-12,1285780,23542
Alabama,2021-04-13,520503,10722
Northern Mariana Islands,2021-04-14,160,2
North Carolina,2021-04-15,947694,12385
Oregon,2021-04-18,175121,2472
New Jersey,2020-03-05,2,0
Illinois,2020-03-06,6,0
Colorado,2020-03-13,78,2
Maryland,2020-03-13,18,0
South Dakota,2020-03-15,9,1
Delaware,2020-03-19,30,0
Montana,2020-04-02,241,5
Virginia,2020-04-02,1706,18
Alaska,2020-04-07,211,4
New York,2020-04-07,63205,1554
Missouri,2020-04-09,3280,86
Ohio,2020-04-13,6975,274
Alabama,2020-04-16,4404,137
Alaska,2020-04-20,319,7
District of Columbia,2020-04-22,3206,127
Nevada,2020-04-25,4523,206
Oregon,2020-04-26,2311,91
Vermont,2020-05-04,898,52
Tennessee,2020-05-12,15697,264
Montana,2020-05-23,479,16
Oklahoma,2020-05-25,6090,313
Mississippi,2020-06-01,15752,739
Delaware,2020-06-02,9632,373
Texas,2020-06-03,69546,1766
Connecticut,2020-06-14,44818,4201
Delaware,2020-06-19,10594,433
Wyoming,2020-06-19,1173,20
Iowa,2020-06-20,25546,685
District of Columbia,2020-07-02,10390,554
Pennsylvania,2020-07-03,93418,6790
Nevada,2020-07-14,29669,613
Tennessee,2020-07-17,72072,804
Pennsylvania,2020-07-21,107460,7094
Oregon,2020-07-28,17419,305
California,2020-08-24,676236,12250
Colorado,2020-08-25,56176,1932
Maryland,2020-08-29,107790,3734
Texas,2020-08-30,636547,12807
Massachusetts,2020-08-31,126947,9055
Virgin Islands,2020-09-07,1190,17
Alaska,2020-09-09,6698,39
North Dakota,2020-09-13,15577,168
Arizona,2020-09-16,209911,5376
Tennessee,2020-09-16,174369,2124
Nevada,2020-09-18,75153,1526
District of Columbia,2020-09-19,14902,619
Alabama,2020-09-24,148206,2506
Indiana,2020-09-28,120581,3591
Iowa,2020-10-03,92290,1381
Oklahoma,2020-10-05,91943,1055
Hawaii,2020-10-17,14101,185
Wyoming,2020-10-20,9526,61
Arizona,2020-10-21,233948,5854
Michigan,2020-10-21,167087,7416
Utah,2020-10-23,101539,566
Florida,2020-10-28,788583,16570
California,2020-10-29,926893,17567
South Carolina,2020-11-05,181639,3992
North Carolina,2020-11-07,291563,4629
Alabama,2020-11-13,213617,3231
North Carolina,2020-11-15,312406,4830
North Carolina,2020-11-16,315314,4843
New Mexico,2020-11-19,74116,1302
Louisiana,2020-11-20,216352,6233
Ohio,2020-11-20,335423,5955
Indiana,2020-11-24,309218,5435
Mississippi,2020-11-27,148387,3769
West Virginia,2020-11-29,46997,729
Nevada,2020-12-02,157586,2225
Maine,2020-12-08,14034,239
Nebraska,2020-12-20,157171,1515
Ohio,2020-12-21,629354,8122
Utah,2020-12-18,246159,1139
Northern Mariana Islands,2020-12-23,118,2
Oklahoma,2020-12-30,286808,2453
Michigan,2020-12-31,520094,12973
North Carolina,2021-01-06,584694,7149
New York,2021-01-14,682999,14163
Oregon,2021-01-14,130246,1737
Vermont,2021-01-15,9726,163
Alabama,2021-01-27,449086,7172
Michigan,2021-01-29,607179,15379
Colorado,2021-02-01,399384,5737
Kansas,2021-02-01,279587,3067
Massachusetts,2021-02-01,498936,14599
Delaware,2021-02-02,78514,1108
Massachusetts,2021-02-06,512076,14913
Maryland,2021-02-08,364732,7334
New Jersey,2021-02-12,739047,22393
Rhode Island,2021-02-12,109120,2220
Hawaii,2021-02-13,26729,422
Arkansas,2021-02-24,314646,5387
District of Columbia,2021-02-27,40478,1010
Delaware,2021-03-02,86998,1426
Ohio,2021-03-09,981619,17661
Florida,2021-03-12,1964350,32144
Wyoming,2021-03-12,55163,691
Texas,2021-03-15,2732352,46694
California,2021-03-17,3631735,56952
Kansas,2021-03-18,301786,3837
Wyoming,2021-03-18,55479,693
South Dakota,2021-03-19,115518,1919
New Jersey,2021-03-27,891020,24382
Massachusetts,2021-03-29,593001,17118
Rhode Island,2021-03-29,122866,2590
Louisiana,2021-04-11,448418,10216
Arkansas,2021-04-17,330583,5693
Arizona,2020-02-11,1,0
Illinois,2020-02-28,2,0
Kentucky,2020-03-06,1,0
Wyoming,2020-03-15,3,0
Louisiana,2020-03-16,137,3
Georgia,2020-03-17,142,1
Oklahoma,2020-03-21,53,1
Vermont,2020-03-22,52,2
New Mexico,2020-03-25,113,1
Tennessee,2020-03-27,1009,2
Wyoming,2020-03-30,96,0
Maryland,2020-04-03,2758,42
Maine,2020-04-06,488,10
New Hampshire,2020-04-06,714,9
Virgin Islands,2020-04-06,44,0
Colorado,2020-04-09,5969,227
Indiana,2020-04-09,6400,295
Wyoming,2020-04-09,298,0
North Dakota,2020-04-10,278,6
South Carolina,2020-04-13,3439,87
Florida,2020-04-24,30525,1045
California,2020-04-25,42590,1692
Maine,2020-05-01,1123,55
Missouri,2020-05-16,9931,575
Louisiana,2020-05-25,37732,2560
Oregon,2020-05-30,4185,153
Massachusetts,2020-06-01,100465,7021
Kentucky,2020-06-04,10781,469
Delaware,2020-06-09,10008,410
Nevada,2020-06-15,11316,466
Tennessee,2020-06-18,32604,504
Virgin Islands,2020-07-01,92,0
Wyoming,2020-07-03,1582,20
North Dakota,2020-07-07,3898,84
Hawaii,2020-07-09,1112,19
New Mexico,2020-07-09,14251,533
West Virginia,2020-07-11,4146,96
Florida,2020-07-30,460812,6585
Kentucky,2020-08-01,31612,758
Florida,2020-08-05,502092,7626
New York,2020-08-06,192029,8766
Virgin Islands,2020-08-06,522,9
Vermont,2020-08-07,1440,58
Arkansas,2020-08-14,50557,587
Georgia,2020-08-16,217434,4595
Pennsylvania,2020-08-20,131736,7606
Pennsylvania,2020-08-22,133160,7643
Montana,2020-08-23,6444,90
Oklahoma,2020-08-23,53159,726
Wisconsin,2020-08-23,71023,1084
Connecticut,2020-08-24,51777,4460
North Carolina,2020-08-24,156927,2567
Indiana,2020-08-29,94512,3285
South Dakota,2020-08-31,13509,167
Pennsylvania,2020-09-02,140577,7792
Virgin Islands,2020-09-02,1144,15
Michigan,2020-09-14,123993,6918
Wisconsin,2020-09-14,95564,1211
New Jersey,2020-09-17,199828,16057
Vermont,2020-09-29,1741,58
Kansas,2020-10-03,62446,689
North Carolina,2020-10-07,223349,3716
Texas,2020-10-10,829758,17019
Michigan,2020-10-12,151115,7223
Missouri,2020-10-13,135179,2301
Kansas,2020-10-23,78122,951
District of Columbia,2020-10-26,16812,642
Illinois,2020-10-27,384528,9595
North Carolina,2020-10-28,266566,4275
Georgia,2020-10-30,367980,7762
Maine,2020-10-30,6566,146
Virginia,2020-11-03,184679,3666
New York,2020-11-04,249445,9188
Texas,2020-11-12,1060798,19705
West Virginia,2020-11-17,35324,598
Alaska,2020-11-22,27500,97
Minnesota,2020-11-23,276157,3265
Nevada,2020-11-23,136672,2030
North Carolina,2020-11-23,339672,5076
Rhode Island,2020-12-03,51705,1346
New Hampshire,2020-12-04,23277,552
Oregon,2020-12-04,81441,1004
Kentucky,2020-12-05,202135,2241
Oregon,2020-12-06,84496,1033
Rhode Island,2020-12-08,51705,1346
New Hampshire,2020-12-12,29681,600
Nevada,2020-12-21,206195,2801
Texas,2020-12-28,1711986,27245
Minnesota,2020-12-30,412685,5262
Georgia,2021-01-15,772428,11745
Idaho,2021-02-01,163291,1737
Massachusetts,2021-02-04,505719,14776
Nebraska,2021-02-12,196616,2124
Northern Mariana Islands,2021-02-13,134,2
New York,2021-02-20,891397,17485
Maine,2021-02-23,43731,660
Wisconsin,2021-02-23,613427,6914
Hawaii,2021-03-08,27862,442
Ohio,2021-03-11,984934,17661
Illinois,2021-03-18,1219667,23034
Washington,2021-03-22,358727,5232
Maine,2021-03-28,49839,736
Nevada,2021-03-29,303292,5237
Utah,2021-04-04,386132,2131
Rhode Island,2021-04-06,124929,2599
Wisconsin,2021-04-21,653853,7430
New Jersey,2021-04-23,992573,25328
Illinois,2020-03-07,6,0
Wisconsin,2020-03-08,1,0
Indiana,2020-03-11,11,0
Massachusetts,2020-03-11,95,0
Oklahoma,2020-03-25,164,5
Illinois,2020-03-29,4615,71
Oklahoma,2020-03-31,566,23
Louisiana,2020-04-07,16235,580
New Mexico,2020-04-09,989,17
Delaware,2020-04-18,2508,67
Alabama,2020-04-29,6925,262
Hawaii,2020-05-01,610,16
Indiana,2020-05-04,20855,1264
Missouri,2020-05-04,8117,371
Massachusetts,2020-05-07,73393,4549
Virgin Islands,2020-05-08,69,0
Illinois,2020-05-11,79123,3480
Vermont,2020-05-13,925,53
Idaho,2020-05-14,2352,72
Michigan,2020-05-15,49907,4823
Mississippi,2020-05-22,12624,596
New Hampshire,2020-05-15,3408,159
Pennsylvania,2020-06-02,77315,5670
Colorado,2020-06-09,28333,1553
Texas,2020-06-12,86031,1965
Washington,2020-06-12,26576,1207
Rhode Island,2020-06-22,14945,797
Michigan,2020-07-03,72153,6217
Florida,2020-07-12,269506,4241
Hawaii,2020-07-15,1271,21
Pennsylvania,2020-07-17,104172,7057
New York,2020-07-19,185411,9315
California,2020-07-20,400195,7764
Nevada,2020-07-22,38759,705
Tennessee,2020-07-26,90928,954
Illinois,2020-07-27,173251,7427
Oregon,2020-08-01,18817,329
Massachusetts,2020-08-03,118354,8642
Kansas,2020-08-09,31145,379
New Mexico,2020-08-14,23160,703
South Carolina,2020-09-05,124289,2877
New Jersey,2020-09-11,197364,16023
Rhode Island,2020-09-13,20824,1049
Rhode Island,2020-09-15,20824,1049
Alaska,2020-09-17,7372,41
Northern Mariana Islands,2020-09-17,54,2
Kansas,2020-10-05,63817,693
Texas,2020-10-22,891714,17760
Wyoming,2020-10-22,10119,68
Alaska,2020-10-25,13907,64
District of Columbia,2020-10-31,17266,646
Rhode Island,2020-11-01,28457,1175
Florida,2020-11-02,810140,16833
Wisconsin,2020-11-03,251227,2179
Massachusetts,2020-11-04,158564,10056
Missouri,2020-11-04,183373,2912
Indiana,2020-11-08,212895,4629
Alabama,2020-11-10,206567,3120
Delaware,2020-11-13,27923,734
Northern Mariana Islands,2020-11-18,102,2
Nevada,2020-11-25,142951,2077
Louisiana,2020-11-29,231862,6407
South Dakota,2020-11-30,80464,946
Texas,2020-12-02,1294064,22422
Oregon,2020-12-08,87082,1082
Indiana,2020-12-10,407755,6603
Arkansas,2020-12-13,182606,2945
Florida,2020-12-13,1122793,19865
Montana,2020-12-27,79780,924
Nebraska,2020-12-28,163903,1625
Wyoming,2021-01-01,44409,438
Missouri,2021-01-02,389153,5479
Alaska,2021-01-07,48724,214
Virginia,2021-01-09,393715,5381
Alabama,2021-01-18,424028,6121
Northern Mariana Islands,2021-01-18,128,2
California,2021-01-24,3185936,37118
Oklahoma,2021-01-24,373001,3279
Massachusetts,2021-01-25,477970,14170
Arizona,2021-01-30,756027,13111
New Jersey,2021-02-05,712279,21886
Louisiana,2021-02-06,409449,9076
South Carolina,2021-02-08,468403,7690
Northern Mariana Islands,2021-02-10,133,2
Indiana,2021-02-11,648183,12027
Texas,2021-02-12,2556292,41063
Oregon,2021-02-14,150281,2137
Nebraska,2021-02-21,199362,2169
Connecticut,2021-02-24,277223,7586
Kansas,2021-03-16,301170,3824
Montana,2021-03-21,103111,1415
Maine,2021-03-26,49442,731
Nevada,2021-03-27,302939,5236
Nebraska,2021-03-31,209912,2284
District of Columbia,2021-04-02,44807,1069
Florida,2021-04-02,2067438,33585
New Jersey,2021-03-22,867804,24181
Ohio,2021-04-10,1037600,18826
Arkansas,2021-04-12,329412,5665
New Mexico,2020-03-11,4,0
South Dakota,2020-03-13,9,1
Kentucky,2020-03-14,18,0
Oklahoma,2020-03-15,8,0
Hawaii,2020-03-16,10,0
South Dakota,2020-03-16,10,1
Alaska,2020-03-18,9,0
Colorado,2020-03-18,216,3
Oklahoma,2020-03-18,29,0
Missouri,2020-03-25,329,8
Nevada,2020-04-02,1316,38
Nebraska,2020-04-15,994,22
Utah,2020-04-23,3621,34
New Jersey,2020-04-24,101664,5617
Virgin Islands,2020-05-03,66,0
Delaware,2020-05-04,5264,182
Delaware,2020-05-07,5909,202
South Dakota,2020-05-16,3959,44
Georgia,2020-05-17,33919,1584
Louisiana,2020-05-24,37091,2560
New Jersey,2020-05-11,139216,9310
Ohio,2020-05-25,32477,1987
New Jersey,2020-05-27,155456,11339
Vermont,2020-05-31,976,55
Hawaii,2020-06-04,644,17
Missouri,2020-06-07,13458,796
Montana,2020-06-14,601,19
Massachusetts,2020-06-20,106639,7817
Vermont,2020-06-24,1179,56
North Dakota,2020-06-26,3421,78
Arkansas,2020-06-29,19526,265
Wyoming,2020-06-30,1487,20
Massachusetts,2020-07-05,109683,8176
Mississippi,2020-07-05,30900,1111
Maryland,2020-07-10,72503,3283
Washington,2020-07-19,48601,1512
Georgia,2020-07-20,130967,3107
Montana,2020-07-24,3113,46
Mississippi,2020-07-25,51097,1480
Nebraska,2020-07-30,25723,333
District of Columbia,2020-08-03,12313,586
California,2020-08-07,548142,10197
Maryland,2020-08-09,96065,3567
New York,2020-08-16,195308,8796
Maine,2020-08-18,4212,127
Mississippi,2020-08-18,73207,2128
South Dakota,2020-08-21,10884,159
Delaware,2020-08-23,16622,600
Nebraska,2020-08-25,32379,386
Missouri,2020-08-30,75239,1498
New Jersey,2020-08-20,190032,15932
North Carolina,2020-09-14,186447,3094
North Dakota,2020-09-18,17230,184
Georgia,2020-09-20,286710,6448
Louisiana,2020-09-20,161024,5198
Kentucky,2020-09-22,66624,1148
New Hampshire,2020-09-25,8081,438
Idaho,2020-09-27,40475,460
Hawaii,2020-10-04,12957,155
Hawaii,2020-10-06,13090,159
Indiana,2020-10-15,143617,3864
Rhode Island,2020-10-19,24746,1125
Michigan,2020-10-20,165202,7382
Nevada,2020-10-25,95798,1748
New Jersey,2020-10-20,223566,16227
Virgin Islands,2020-11-03,1385,22
Tennessee,2020-11-10,284691,3639
Utah,2020-11-13,146038,702
Missouri,2020-11-16,233783,3197
South Dakota,2020-11-20,71070,741
Virginia,2020-11-22,217796,3938
Montana,2020-11-23,56428,615
North Dakota,2020-11-23,73397,846
North Carolina,2020-11-29,362124,5279
Massachusetts,2020-12-10,263679,11203
South Carolina,2020-12-13,252206,4739
Wyoming,2020-12-19,41488,351
Vermont,2020-12-21,6526,111
Illinois,2020-12-22,913265,16677
Maine,2020-12-22,19742,303
Georgia,2020-12-28,611209,10360
Iowa,2020-12-30,279398,3822
Georgia,2020-12-31,640442,10582
Montana,2020-12-31,81701,962
Alaska,2021-01-03,47620,207
Oklahoma,2021-01-07,314931,2672
Michigan,2021-01-09,551756,14089
New York,2021-01-09,638262,13536
New Hampshire,2021-01-10,50612,869
Pennsylvania,2021-01-14,754441,18752
Massachusetts,2021-01-15,437051,13501
Virgin Islands,2021-01-15,2166,24
Alabama,2021-02-02,462938,7894
Missouri,2021-02-02,462446,6860
North Dakota,2021-02-05,98095,1426
Wyoming,2021-02-11,52979,647
Iowa,2021-01-27,315072,4500
Kentucky,2021-01-28,359978,3863
Minnesota,2021-02-14,473142,6376
Northern Mariana Islands,2021-02-15,134,2
Virginia,2021-02-19,559930,7098
Arkansas,2021-02-23,313870,5377
Arizona,2021-02-28,817232,15980
Indiana,2021-03-06,669754,12726
Indiana,2021-03-08,670975,12744
Illinois,2021-03-09,1204693,22794
Northern Mariana Islands,2021-03-13,147,2
Indiana,2021-03-14,675822,12856
Hawaii,2021-03-16,28357,448
Alaska,2021-03-27,61478,299
Ohio,2021-03-29,1013119,18525
Alabama,2021-03-30,514980,10527
South Carolina,2021-03-30,550669,9126
Illinois,2021-03-31,1248133,23313
Oregon,2021-04-04,166882,2407
Montana,2021-04-10,106205,1523
Oklahoma,2021-04-10,440021,6669
Maine,2021-04-13,54825,753
South Dakota,2021-04-18,121056,1953
Indiana,2021-04-20,712755,13234
Arkansas,2021-04-21,331251,5708
Washington,2020-02-06,1,0
California,2020-03-03,45,0
Florida,2020-03-08,13,2
Pennsylvania,2020-03-14,47,0
Arizona,2020-03-17,20,0
Tennessee,2020-03-26,871,2
Arizona,2020-03-29,930,13
Kansas,2020-04-09,1116,42
New Hampshire,2020-04-14,1090,27
New Jersey,2020-04-16,74269,3515
South Carolina,2020-04-16,3931,109
South Carolina,2020-04-20,4439,124
Wyoming,2020-04-23,453,7
Louisiana,2020-04-25,26449,1644
Arizona,2020-04-30,7648,320
Kansas,2020-05-06,5893,163
Tennessee,2020-05-08,14205,240
Texas,2020-05-08,37943,1059
Connecticut,2020-05-10,33254,2964
Nevada,2020-05-24,7886,394
Georgia,2020-05-26,40276,1867
Oklahoma,2020-05-26,6137,318
Montana,2020-05-31,515,17
Rhode Island,2020-06-05,13071,652
Indiana,2020-06-08,38553,2316
Illinois,2020-06-09,129597,6059
Michigan,2020-06-12,65649,5990
Utah,2020-06-15,14757,137
District of Columbia,2020-06-17,9847,523
Maryland,2020-06-22,65202,3052
Utah,2020-06-25,19544,154
North Carolina,2020-06-28,62178,1338
Mississippi,2020-07-02,28770,1092
California,2020-07-04,265176,6329
Alabama,2020-07-12,53587,1121
Oklahoma,2020-07-13,20745,424
Alaska,2020-07-15,1945,15
Kentucky,2020-07-16,21617,675
Oregon,2020-07-19,14586,262
Delaware,2020-07-22,13631,527
Mississippi,2020-07-22,47071,1423
Indiana,2020-07-25,63030,2895
Oklahoma,2020-07-26,31285,496
Kentucky,2020-08-03,32500,762
Tennessee,2020-08-05,111209,1129
Oklahoma,2020-08-06,41395,593
District of Columbia,2020-08-07,12589,589
Michigan,2020-08-12,98584,6537
Arizona,2020-08-16,193554,4509
Mississippi,2020-09-01,83584,2493
Idaho,2020-09-11,35354,415
Maryland,2020-09-13,116600,3830
South Carolina,2020-09-17,135446,3158
Missouri,2020-09-24,109000,1908
Missouri,2020-09-26,112397,1969
Arkansas,2020-10-02,83730,1391
California,2020-10-02,828364,16074
Kansas,2020-10-06,64077,700
